id,name,description
9627,Hunter's Boomerang,"Tosses a boomerang at the target enemy in an arc. Upon contact, it returns to Hoodwink.  The boomerang will deal damage as it passes through or hits enemies, and apply a Hunter's Mark that causes affected enemies to be slowed and be more vulnerable to spell damage and have reduced status resistance."
8106,Sharpshooter,"Hoodwink charges up and fires a deadly bolt from her crossbow, dealing heavy damage, break and slow to an enemy Hero.  The damage and debuff duration scale up to max after %max_charge_time% seconds, and the bolt is fired automatically after %misfire_time% seconds.
Hoodwink is knocked backwards for a distance of %recoil_distance% from the force of the shot."
7701,Aether Remnant,"Vector targeted. Void Spirit dispatches a remnant to the target location. The remnant stands watch over the region, facing the direction of his vector. When a unit crosses its gaze, the remnant pulls it in and damages it."
6470,Dissimilate,"Void Spirit temporarily fades into the aether, creating a number of portals through which he can reassemble himself. Upon exiting a portal, he damages all enemies in the area."
7710,Resonant Pulse,Void Spirit wraps himself in a protective shield that absorbs physical damage and emits a single damaging pulse around him. The shield gains increased damage absorption for each enemy hero the pulse hits.
7705,Astral Step,"Void Spirit tears a rift through the astral plane to appear at the target location, attacking all enemies along the path. This attack inflicts a void mark that slows for %pop_damage_delay% seconds and then detonates."
6480,Scatterblast,Snapfire unloads with a wide blast that damages and slows enemies in a cone. Enemies caught at point-blank range take an extra %point_blank_dmg_bonus_pct%%% damage.
6483,Firesnap Cookie,"Snapfire feeds a potent cookie to Mortimer or an ally, causing them to hop a short distance. The hopping unit stuns and damages enemies in the landing zone."
6488,Lil' Shredder,Snapfire heats up her mounted turret to rapidly fire %buffed_attacks% fixed-damage attacks. Each attack reduces the enemy's armor. Provides bonus attack range for the duration.
6484,Gobble Up,"Mortimer gobbles up a creep or an allied hero, which he can then spit towards enemies. The unit stays in his belly up to %max_time_in_belly% seconds."
6486,Spit Out,"Mortimer spits out the unit that's in his mouth, causing impact damage and stun in a large area. The glob leaves a pool of firespit that slows and applies damage over time."
6482,Mortimer Kisses,"Snapfire's friend launches a barrage of firespit globs over %duration_tooltip% seconds. Globs cause impact damage and create pools of firespit, which slow and apply damage over time. Snapfire has a reduced turn rate for the duration and a minimum launch range of %min_range%. Each glob can be targeted with a right click."
6583,Spear of Mars,"Mars throws his legendary Spear with deadly precision, damaging each enemy unit it strikes. The first enemy hero it hits is skewered on the spear, pushing it back. If a skewered hero hits a tree, building, or cliff, they will be impaled to it and stunned."
6495,God's Rebuke,"Mars smashes enemies in front of him with his shield, knocking them back and damaging them with a critical hit based on his attack. Bonus damage is added when hitting heroes. Has True Strike."
6582,Bulwark,"Mars wields his massive shield to block a portion of each physical attack when hit from the front or sides.<br><br> Can be toggled, removing Mars's ability to attack, and locking the direction he is facing. When active, reduces movement speed and re-directs %redirect_chance%%% of the attack projectiles aimed at Mars's allies towards Mars instead."
6598,Arena Of Blood,"After a short formation time, Mars summons an arena lined with the undead warriors of the Ash Legion, who block enemy attacks and movement. Enemy heroes near the inside edge of the arena will be attacked by spears, dealing damage and knocking them back."
7902,Starbreaker,"Dawnbreaker whirls her hammer around 3 times, damaging enemies with her attack plus bonus damage. On the final strike, she smashes her hammer down, stunning and damaging enemies in front of her."
7914,Celestial Hammer,"Dawnbreaker hurls her weapon at a target, damaging enemies struck along the way. The hammer pauses for %pause_duration% seconds at the destination before flying back to her, leaving a trail of fire that slows enemies. Dawnbreaker can recall the hammer at any time, pulling her towards it so they meet in the middle."
7918,Luminosity,"After %attack_count% attacks, Dawnbreaker powers up, charging her next attack with a critical hit that heals all allied heroes within %heal_radius% units around her for a portion of attack damage dealt. Creeps and neutral enemies provide less healing. Allies are healed for %allied_healing_pct%%% of the amount."
7906,Solar Guardian,"Dawnbreaker creates a pulsing effect at a location within %max_offset_distance% units of an allied hero anywhere on the map, damaging enemies and healing allies with each pulse. After a short duration, she flies to the target location, dealing additional damage and stunning enemies upon landing. Once channeled, Dawnbreaker cannot stop the ability."
8192,Dispose,"Marci grabs an allied or enemy target and throws it effortlessly behind her, damaging and stunning the unit if it's an enemy. Any enemy units in the landing area will also be damaged and stunned."
8235,Rebound,"Vector targeted. Marci bounds to the targeted unit, choosing a direction and distance she will spring away from it. Upon reaching the unit, Marci lunges to her final destination, damaging and slowing enemies in the area.

If the unit she runs to is an ally, it receives %ally_movespeed_pct%%% bonus movement speed for %ally_buff_duration%s."
8234,Sidekick,"Marci's loyalty helps ensure survival, imbuing a chosen allied hero and herself with lifesteal and attack damage."
8198,Unleash,"Marci taps a hidden power, gaining Fury charges that allow her to deliver a rapid sequence of strikes. The last strike in every Fury combo creates a damaging pulse around the target that slows movement and attack speed for %pulse_debuff_duration%s. In between Fury combos, Marci is unable to attack for %time_between_flurries%s.

Marci receives a basic dispel when Unleash is cast and gains %bonus_movespeed%%% movement speed."
